,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_mean_rating,Director_encoded,Actor1_encoded,Actor2_encoded,Actor3_encoded
13226,2017,124,Crime,5.1,3254,Hansal Mehta,Kangana Ranaut,Sohum Shah,Esha Tewari,6.124723247232472,6.283333333333333,6.041176470588235,5.1,5.1
13226,2017,124, Drama,5.1,3254,Hansal Mehta,Kangana Ranaut,Sohum Shah,Esha Tewari,5.875793244626407,6.283333333333333,6.041176470588235,5.1,5.1
13226,2017,124, Thriller,5.1,3254,Hansal Mehta,Kangana Ranaut,Sohum Shah,Esha Tewari,5.674915254237288,6.283333333333333,6.041176470588235,5.1,5.1
13231,2019,64,Documentary,9.3,36,Sapna Bhavnani,Leila Advani,Laj Badlani,Chaho Bhara,7.608333333333333,9.3,9.3,9.3,9.3
13231,2019,64, Family,9.3,36,Sapna Bhavnani,Leila Advani,Laj Badlani,Chaho Bhara,6.327197802197802,9.3,9.3,9.3,9.3
13231,2019,64, History,9.3,36,Sapna Bhavnani,Leila Advani,Laj Badlani,Chaho Bhara,6.8769230769230765,9.3,9.3,9.3,9.3
13233,1987,162,Comedy,5.1,113,K. Ravi Shankar,Shashi Kapoor,Govinda,Neelam Kothari,5.838422649140546,5.061538461538461,6.3065868263473055,5.126086956521739,5.242857142857142
13233,1987,162, Drama,5.1,113,K. Ravi Shankar,Shashi Kapoor,Govinda,Neelam Kothari,5.875793244626407,5.061538461538461,6.3065868263473055,5.126086956521739,5.242857142857142
13241,1960,135,Crime,6.5,71,Shakti Samanta,Shammi Kapoor,Padmini,Maria Menado,6.124723247232472,6.718571428571429,6.892682926829269,6.66875,6.5
13241,1960,135, Thriller,6.5,71,Shakti Samanta,Shammi Kapoor,Padmini,Maria Menado,5.674915254237288,6.718571428571429,6.892682926829269,6.66875,6.5
13242,2015,141,Action,5.0,7891,Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta,5.511985472154963,4.396296296296296,5.440845070422536,5.45,4.957142857142857
13242,2015,141, Comedy,5.0,7891,Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta,5.507605633802817,4.396296296296296,5.440845070422536,5.45,4.957142857142857
13243,2008,135,Action,5.7,14526,Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri,5.511985472154963,5.369696969696969,5.440845070422536,5.795918367346939,6.050000000000001
13243,2008,135, Comedy,5.7,14526,Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri,5.507605633802817,5.369696969696969,5.440845070422536,5.795918367346939,6.050000000000001
13243,2008,135, Crime,5.7,14526,Anees Bazmee,Akshay Kumar,Katrina Kaif,Om Puri,5.683443708609272,5.369696969696969,5.440845070422536,5.795918367346939,6.050000000000001
13244,2013,134,Action,5.6,2200,Anil Sharma,Sunny Deol,Urvashi Rautela,Prakash Raj,5.511985472154963,5.635483870967741,5.025547445255475,5.6,4.96875
13244,2013,134, Drama,5.6,2200,Anil Sharma,Sunny Deol,Urvashi Rautela,Prakash Raj,5.875793244626407,5.635483870967741,5.025547445255475,5.6,4.96875
13245,2011,143,Action,6.8,14788,Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj,5.511985472154963,5.743243243243243,5.3691489361702125,5.6499999999999995,4.96875
13245,2011,143, Crime,6.8,14788,Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj,5.683443708609272,5.743243243243243,5.3691489361702125,5.6499999999999995,4.96875
13245,2011,143, Drama,6.8,14788,Rohit Shetty,Ajay Devgn,Kajal Aggarwal,Prakash Raj,5.875793244626407,5.743243243243243,5.3691489361702125,5.6499999999999995,4.96875
13246,2019,141,Action,5.5,96,Navaniat Singh,Priyanka Arya,Sonam Bajwa,Kartar Cheema,5.511985472154963,5.5,5.533333333333334,5.5,5.5
13246,2019,141, Drama,5.5,96,Navaniat Singh,Priyanka Arya,Sonam Bajwa,Kartar Cheema,5.875793244626407,5.5,5.533333333333334,5.5,5.5
13247,2014,142,Action,5.7,7675,Rohit Shetty,Ajay Devgn,Kareena Kapoor,Amole Gupte,5.511985472154963,5.743243243243243,5.3691489361702125,5.655555555555556,5.7
13247,2014,142, Crime,5.7,7675,Rohit Shetty,Ajay Devgn,Kareena Kapoor,Amole Gupte,5.683443708609272,5.743243243243243,5.3691489361702125,5.655555555555556,5.7
13247,2014,142, Drama,5.7,7675,Rohit Shetty,Ajay Devgn,Kareena Kapoor,Amole Gupte,5.875793244626407,5.743243243243243,5.3691489361702125,5.655555555555556,5.7
13248,1986,161,Action,5.1,14,Krishna Ghattamaneni,Bharat Bhushan,Leena Das,Gulshan Grover,5.511985472154963,5.1,6.409523809523809,4.628571428571428,4.96875
13248,1986,161, Adventure,5.1,14,Krishna Ghattamaneni,Bharat Bhushan,Leena Das,Gulshan Grover,5.694767441860465,5.1,6.409523809523809,4.628571428571428,4.96875
13248,1986,161, Romance,5.1,14,Krishna Ghattamaneni,Bharat Bhushan,Leena Das,Gulshan Grover,5.838738738738739,5.1,6.409523809523809,4.628571428571428,4.96875
13254,2005,138,Drama,4.2,387,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja,6.248697068403909,4.1125,4.2,4.2,5.75
13254,2005,138, Romance,4.2,387,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja,5.838738738738739,4.1125,4.2,4.2,5.75
13254,2005,138, Thriller,4.2,387,Vinod Pande,Vinod Pande,Gauri Shankar,Shiney Ahuja,5.674915254237288,4.1125,4.2,4.2,5.75
13262,2018,99,Drama,7.7,5461,Rohena Gera,Tillotama Shome,Vivek Gomber,Geetanjali Kulkarni,6.248697068403909,7.7,7.7,7.7,7.459999999999999
13262,2018,99, Romance,7.7,5461,Rohena Gera,Tillotama Shome,Vivek Gomber,Geetanjali Kulkarni,5.838738738738739,7.7,7.7,7.7,7.459999999999999
13263,1993,151,Crime,6.2,336,Mahesh Bhatt,Naseeruddin Shah,Pooja Bhatt,Atul Agnihotri,6.124723247232472,5.774712643678161,6.2042553191489365,5.875862068965517,6.325
13263,1993,151, Drama,6.2,336,Mahesh Bhatt,Naseeruddin Shah,Pooja Bhatt,Atul Agnihotri,5.875793244626407,5.774712643678161,6.2042553191489365,5.875862068965517,6.325
13263,1993,151, Romance,6.2,336,Mahesh Bhatt,Naseeruddin Shah,Pooja Bhatt,Atul Agnihotri,5.838738738738739,5.774712643678161,6.2042553191489365,5.875862068965517,6.325
13266,2007,160,Romance,3.4,8,Raja Bundela,Zeenat Aman,Raj Babbar,Arun Bakshi,5.59874213836478,5.466666666666666,6.1947368421052635,5.28,4.823076923076924
13267,2008,135,Drama,5.8,96,Rajatesh Nayyar,Kay Kay Menon,Manisha Koirala,Ranvir Shorey,6.248697068403909,5.8,6.7727272727272725,4.895348837209302,6.464285714285714
13269,2005,125,Drama,5.1,73,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar,Sonu Sood,6.248697068403909,4.533333333333333,4.67,6.466666666666666,5.636363636363637
13269,2005,125, Thriller,5.1,73,Ashwini Chaudhary,Neha Dhupia,Sachin Khedekar,Sonu Sood,5.674915254237288,4.533333333333333,4.67,6.466666666666666,5.636363636363637
13286,1980,125,Drama,6.5,24,Meraj,Mithun Chakraborty,Zarina Wahab,Kanhaiyalal Chaturvedi,6.248697068403909,7.05,5.331182795698925,6.207142857142857,6.92
13286,1980,125, Family,6.5,24,Meraj,Mithun Chakraborty,Zarina Wahab,Kanhaiyalal Chaturvedi,6.327197802197802,7.05,5.331182795698925,6.207142857142857,6.92
13291,2007,188,Action,7.5,18422,S. Shankar,Rajinikanth,Shriya Saran,Suman,5.511985472154963,7.2875,6.161818181818181,5.985714285714286,7.5
13291,2007,188, Drama,7.5,18422,S. Shankar,Rajinikanth,Shriya Saran,Suman,5.875793244626407,7.2875,6.161818181818181,5.985714285714286,7.5
13291,2007,188, Thriller,7.5,18422,S. Shankar,Rajinikanth,Shriya Saran,Suman,5.674915254237288,7.2875,6.161818181818181,5.985714285714286,7.5
13292,2006,112,Action,5.5,86,Karu Pazhaniappan,Upendra Limaye,Mamta Mohandas,Raghuvaran,5.511985472154963,5.5,5.5,6.175000000000001,5.199999999999999
13295,2016,133,Drama,6.9,210,Chandrakant Singh,Seema Azmi,Shweta Bhardwaj,Hrishitaa Bhatt,6.248697068403909,3.9583333333333335,5.0600000000000005,4.933333333333334,4.4
13297,2013,138,Drama,6.3,1680,Raj Purohit,Wamiqa Gabbi,Izabelle Leite,Mehak Manwani,6.248697068403909,5.95,6.3,6.3,6.3
13297,2013,138, Romance,6.3,1680,Raj Purohit,Wamiqa Gabbi,Izabelle Leite,Mehak Manwani,5.838738738738739,5.95,6.3,6.3,6.3
13297,2013,138, Thriller,6.3,1680,Raj Purohit,Wamiqa Gabbi,Izabelle Leite,Mehak Manwani,5.674915254237288,5.95,6.3,6.3,6.3
13298,2012,97,Horror,5.3,63,Aziz Naser,Habeeb Aidroos,Habib Al Aidroos,Zarine Ali,4.6875,6.05,5.3,5.3,5.3
13303,2021,107,Drama,6.6,1154,Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta,6.248697068403909,6.599999999999999,6.599999999999999,6.925000000000001,6.599999999999999
13303,2021,107, Family,6.6,1154,Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta,6.327197802197802,6.599999999999999,6.599999999999999,6.925000000000001,6.599999999999999
13303,2021,107, Sport,6.6,1154,Manjari Makijany,Amy Maghera,Waheeda Rehman,Rachel Saanchita Gupta,6.552631578947368,6.599999999999999,6.599999999999999,6.925000000000001,6.599999999999999
13305,1973,118,Action,7.1,49,Raj Khosla,Vinod Khanna,Moushumi Chatterjee,Kabir Bedi,5.511985472154963,6.716279069767442,5.730769230769231,6.057894736842105,5.1045454545454545
13305,1973,118, Drama,7.1,49,Raj Khosla,Vinod Khanna,Moushumi Chatterjee,Kabir Bedi,5.875793244626407,6.716279069767442,5.730769230769231,6.057894736842105,5.1045454545454545
13315,2000,154,Drama,6.5,276,Priyadarshan,Jyotika,Sharbani Mukherji,Tabu,6.248697068403909,6.316216216216216,6.5,6.0200000000000005,5.783333333333333
13315,2000,154, Musical,6.5,276,Priyadarshan,Jyotika,Sharbani Mukherji,Tabu,6.289130434782608,6.316216216216216,6.5,6.0200000000000005,5.783333333333333
13315,2000,154, Mystery,6.5,276,Priyadarshan,Jyotika,Sharbani Mukherji,Tabu,5.8710204081632655,6.316216216216216,6.5,6.0200000000000005,5.783333333333333
13317,1999,169,Action,6.5,270,K.S. Ravikumar,Chiranjeevi,Meena,Vijayakumar,5.511985472154963,5.8999999999999995,6.377419354838709,6.757142857142857,6.5
13317,1999,169, Drama,6.5,270,K.S. Ravikumar,Chiranjeevi,Meena,Vijayakumar,5.875793244626407,5.8999999999999995,6.377419354838709,6.757142857142857,6.5
13319,2013,137,Adventure,5.9,680,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee,6.181904761904762,5.971428571428572,6.416216216216216,6.2,5.775
13319,2013,137, Comedy,5.9,680,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee,5.507605633802817,5.971428571428572,6.416216216216216,6.2,5.775
13319,2013,137, Drama,5.9,680,Buddhadev Dasgupta,Nawazuddin Siddiqui,Pankaj Tripathi,Ananya Chatterjee,5.875793244626407,5.971428571428572,6.416216216216216,6.2,5.775
13321,2002,145,Drama,4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar,6.248697068403909,4.8999999999999995,5.094117647058823,5.2676923076923075,5.0600000000000005
13321,2002,145, Mystery,4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar,5.8710204081632655,4.8999999999999995,5.094117647058823,5.2676923076923075,5.0600000000000005
13321,2002,145, Thriller,4.3,86,Sushen Bhatnagar,Sanjay Kapoor,Raveena Tandon,Aditi Govitrikar,5.674915254237288,4.8999999999999995,5.094117647058823,5.2676923076923075,5.0600000000000005
13323,2005,137,Comedy,7.4,7475,Imtiaz Ali,Abhay Deol,Ayesha Takia,Ayesha Jhulka,5.838422649140546,6.930434782608696,6.733333333333333,5.630434782608695,6.2727272727272725
13323,2005,137, Drama,7.4,7475,Imtiaz Ali,Abhay Deol,Ayesha Takia,Ayesha Jhulka,5.875793244626407,6.930434782608696,6.733333333333333,5.630434782608695,6.2727272727272725
13323,2005,137, Romance,7.4,7475,Imtiaz Ali,Abhay Deol,Ayesha Takia,Ayesha Jhulka,5.838738738738739,6.930434782608696,6.733333333333333,5.630434782608695,6.2727272727272725
13331,1948,143,Drama,7.2,6,Kidar Nath Sharma,Begum Para,Bharat Bhushan,Geeta Bali,6.248697068403909,7.418181818181819,7.5,6.5120000000000005,7.2
13331,1948,143, Romance,7.2,6,Kidar Nath Sharma,Begum Para,Bharat Bhushan,Geeta Bali,5.838738738738739,7.418181818181819,7.5,6.5120000000000005,7.2
13332,1985,142,Action,6.1,263,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol,5.511985472154963,6.099999999999999,6.099999999999999,6.099999999999999,5.553846153846154
13332,1985,142, Drama,6.1,263,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol,5.875793244626407,6.099999999999999,6.099999999999999,6.099999999999999,5.553846153846154
13332,1985,142, Romance,6.1,263,Kanwal Biala,Latif Faiziyev,Umesh Mehra,Sunny Deol,5.838738738738739,6.099999999999999,6.099999999999999,6.099999999999999,5.553846153846154
13335,1958,104,Musical,5.9,9,Raja Nawathe,Bharat Bhushan,Nimmi,Om Prakash,6.095555555555555,6.764705882352941,6.409523809523809,6.868421052631579,6.304545454545454
13335,1958,104, Romance,5.9,9,Raja Nawathe,Bharat Bhushan,Nimmi,Om Prakash,5.838738738738739,6.764705882352941,6.409523809523809,6.868421052631579,6.304545454545454
13339,2014,94,Drama,6.9,1589,Jeffrey D. Brown,Gillian Anderson,David Arquette,Priyanka Bose,6.248697068403909,6.9,6.9,6.9,6.3500000000000005
13341,1998,156,Action,6.2,2757,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Preity Zinta,5.511985472154963,5.779245283018868,5.779245283018868,5.317241379310345,6.069999999999999
13341,1998,156, Drama,6.2,2757,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Preity Zinta,5.875793244626407,5.779245283018868,5.779245283018868,5.317241379310345,6.069999999999999
13341,1998,156, Musical,6.2,2757,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Bobby Deol,Preity Zinta,6.289130434782608,5.779245283018868,5.779245283018868,5.317241379310345,6.069999999999999
13344,1958,135,Comedy,7.0,140,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev,5.838422649140546,6.716279069767442,6.777165354330709,6.925000000000001,7.0
13344,1958,135, Romance,7.0,140,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev,5.838738738738739,6.716279069767442,6.777165354330709,6.925000000000001,7.0
13344,1958,135, Thriller,7.0,140,Raj Khosla,Dev Anand,Waheeda Rehman,Jagdev,5.674915254237288,6.716279069767442,6.777165354330709,6.925000000000001,7.0
13345,1979,140,Drama,6.0,22,Bharathiraja,Adil Amaan,Kulbhushan Kharbanda,Madhukar,6.248697068403909,6.5125,6.0,6.7625,6.0
13347,1956,128,Comedy,5.1,9,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee,5.838422649140546,6.227777777777778,5.1,5.1,5.1
13347,1956,128, Drama,5.1,9,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee,5.875793244626407,6.227777777777778,5.1,5.1,5.1
13347,1956,128, Romance,5.1,9,M. Sadiq,Harbans Darshan M. Arora,Ram Avtar,S.N. Banerjee,5.838738738738739,6.227777777777778,5.1,5.1,5.1
13351,2009,94,Fantasy,5.5,8,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen,6.251612903225807,5.5,4.966666666666667,5.92,5.5
13351,2009,94, Horror,5.5,8,Salim Suma,Joginder Shelly,Raza Murad,Alaudeen,5.0418918918918925,5.5,4.966666666666667,5.92,5.5
13353,1964,80,Action,2.8,28,Sultan,Bipin Gupta,Kamran,Leela Kumari,5.511985472154963,2.8,2.8,2.8,2.8
13355,2012,141,Action,4.0,9060,Ashwani Dhir,Anil Devgan,Ajay Devgn,Sanjay Dutt,5.511985472154963,5.066666666666666,4.0,4.987234042553192,5.433333333333334
13355,2012,141, Comedy,4.0,9060,Ashwani Dhir,Anil Devgan,Ajay Devgn,Sanjay Dutt,5.507605633802817,5.066666666666666,4.0,4.987234042553192,5.433333333333334
13359,2013,102,Drama,3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani,6.248697068403909,4.8125,3.5,3.5,3.5
13359,2013,102, Mystery,3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani,5.8710204081632655,4.8125,3.5,3.5,3.5
13359,2013,102, Thriller,3.5,189,Makrand Deshpande,Akkash Basnet,Nivedita Bhattacharya,Devyani,5.674915254237288,4.8125,3.5,3.5,3.5
13361,2014,127,Comedy,5.3,980,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal,5.838422649140546,5.3,5.65,4.933333333333334,5.8999999999999995
13361,2014,127, Drama,5.3,980,Charudutt Acharya,Rhea Chakraborty,Ali Fazal,Raghav Juyal,5.875793244626407,5.3,5.65,4.933333333333334,5.8999999999999995
13365,2019,143,Action,8.1,9572,Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana,5.511985472154963,7.574999999999999,6.8090909090909095,7.033333333333333,5.7
13365,2019,143, Crime,8.1,9572,Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana,5.683443708609272,7.574999999999999,6.8090909090909095,7.033333333333333,5.7
13365,2019,143, Drama,8.1,9572,Abhishek Chaubey,Sushant Singh Rajput,Bhumi Pednekar,Ashutosh Rana,5.875793244626407,7.574999999999999,6.8090909090909095,7.033333333333333,5.7
13369,1958,171,Drama,6.0,34,Shaheed Latif,Talat Mahmood,Balraj Sahni,Nutan,6.248697068403909,6.628571428571428,6.316666666666666,6.647368421052631,6.028571428571429
13369,1958,171, Romance,6.0,34,Shaheed Latif,Talat Mahmood,Balraj Sahni,Nutan,5.838738738738739,6.628571428571428,6.316666666666666,6.647368421052631,6.028571428571429
13374,1988,163,Action,4.8,90,K. Bapaiah,Jeetendra,Dharmendra,Nutan,5.511985472154963,5.464583333333334,5.3921052631578945,6.302469135802469,6.028571428571429
13374,1988,163, Family,4.8,90,K. Bapaiah,Jeetendra,Dharmendra,Nutan,6.327197802197802,5.464583333333334,5.3921052631578945,6.302469135802469,6.028571428571429
13376,2018,97,Crime,7.2,2528,Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla,6.124723247232472,7.0,7.2,7.2,7.2
13376,2018,97, Drama,7.2,2528,Ivan Ayr,Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla,5.875793244626407,7.0,7.2,7.2,7.2
13378,2012,85,Animation,6.7,77,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino,Devansh Doshi,6.0725,6.7,6.779999999999999,6.7,6.8
13378,2012,85, Drama,6.7,77,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino,Devansh Doshi,5.875793244626407,6.7,6.779999999999999,6.7,6.8
13378,2012,85, Musical,6.7,77,Kushal Ruia,Sunidhi Chauhan,Ettienne Couthino,Devansh Doshi,6.289130434782608,6.7,6.779999999999999,6.7,6.8
13380,2018,138,Comedy,7.1,20000,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar,5.838422649140546,7.12,6.536842105263158,5.769230769230769,5.8999999999999995
13380,2018,138, Romance,7.1,20000,Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar,5.838738738738739,7.12,6.536842105263158,5.769230769230769,5.8999999999999995
13384,2020,153,Drama,9.1,83029,Sudha Kongara,Suriya,Madhavan,Paresh Rawal,6.248697068403909,7.975,9.1,5.822222222222222,5.417142857142857
13386,2018,131,Biography,7.4,4648,Shaad Ali,Diljit Dosanjh,Taapsee Pannu,Angad Bedi,6.697619047619048,5.623529411764705,6.16,7.1,6.3500000000000005
13386,2018,131, Drama,7.4,4648,Shaad Ali,Diljit Dosanjh,Taapsee Pannu,Angad Bedi,5.875793244626407,5.623529411764705,6.16,7.1,6.3500000000000005
13386,2018,131, Sport,7.4,4648,Shaad Ali,Diljit Dosanjh,Taapsee Pannu,Angad Bedi,6.552631578947368,5.623529411764705,6.16,7.1,6.3500000000000005
13387,1988,153,Comedy,5.6,60,Jagdeep,Jagdeep,Agha,Amitabh Bachchan,5.838422649140546,5.6,4.449999999999999,5.6,6.836956521739131
13388,1999,168,Action,6.3,2820,E.V.V. Satyanarayana,Pranavanand,Amitabh Bachchan,Soundarya,5.511985472154963,6.35,6.3,6.523809523809524,5.571428571428571
13388,1999,168, Drama,6.3,2820,E.V.V. Satyanarayana,Pranavanand,Amitabh Bachchan,Soundarya,5.875793244626407,6.35,6.3,6.523809523809524,5.571428571428571
13391,2008,154,Comedy,6.1,1019,Onir,Shabana Azmi,Boman Irani,Sanjay Suri,5.838422649140546,6.108333333333333,6.755737704918033,6.333333333333333,5.4263157894736835
13391,2008,154, Drama,6.1,1019,Onir,Shabana Azmi,Boman Irani,Sanjay Suri,5.875793244626407,6.108333333333333,6.755737704918033,6.333333333333333,5.4263157894736835
13391,2008,154, Romance,6.1,1019,Onir,Shabana Azmi,Boman Irani,Sanjay Suri,5.838738738738739,6.108333333333333,6.755737704918033,6.333333333333333,5.4263157894736835
13395,2013,114,Drama,5.8,34,Kumaar Aadarsh,Kumaar Aadarsh,Gagan Guru,Harman Preet Kaur,6.248697068403909,5.3,5.225,5.8,5.8
13398,2010,99,Drama,5.6,82,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani,6.248697068403909,6.05,5.599999999999999,5.599999999999999,5.599999999999999
13398,2010,99, Mystery,5.6,82,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani,5.8710204081632655,6.05,5.599999999999999,5.599999999999999,5.599999999999999
13398,2010,99, Thriller,5.6,82,Sidharth Srinivasan,Dibyendu Bhattacharya,Saba Joshi,Avtar Sahani,5.674915254237288,6.05,5.599999999999999,5.599999999999999,5.599999999999999
13401,2011,132,Drama,7.1,826,Neerav Ghosh,Rajeev Khandelwal,Soha Ali Khan,Mrinalini Sharma,6.248697068403909,7.1,6.1,6.084210526315789,5.36
13401,2011,132, Musical,7.1,826,Neerav Ghosh,Rajeev Khandelwal,Soha Ali Khan,Mrinalini Sharma,6.289130434782608,7.1,6.1,6.084210526315789,5.36
13402,2008,151,Action,5.8,167,Siva,Tottempudi Gopichand,Anushka Shetty,Poonam Kaur,5.511985472154963,5.4,5.833333333333333,5.68,5.8
13402,2008,151, Drama,5.8,167,Siva,Tottempudi Gopichand,Anushka Shetty,Poonam Kaur,5.875793244626407,5.4,5.833333333333333,5.68,5.8
13403,1983,160,Drama,5.7,196,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure,6.248697068403909,5.003571428571428,6.575280898876405,6.129166666666666,5.517647058823529
13403,1983,160, Musical,5.7,196,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure,6.289130434782608,5.003571428571428,6.575280898876405,6.129166666666666,5.517647058823529
13403,1983,160, Romance,5.7,196,Saawan Kumar Tak,Rajesh Khanna,Tina Ambani,Padmini Kolhapure,5.838738738738739,5.003571428571428,6.575280898876405,6.129166666666666,5.517647058823529
13404,1989,136,Drama,5.3,55,Saawan Kumar Tak,Jeetendra,Rekha,Jaya Prada,6.248697068403909,5.003571428571428,5.3921052631578945,5.79375,5.432258064516129
13404,1989,136, Family,5.3,55,Saawan Kumar Tak,Jeetendra,Rekha,Jaya Prada,6.327197802197802,5.003571428571428,5.3921052631578945,5.79375,5.432258064516129
13405,2006,131,Thriller,4.7,43,Karan Razdan,Mahima Chaudhry,Padmini Kolhapure,Shakti Kapoor,5.332584269662922,4.0625,4.4,5.713636363636364,5.316279069767441
13407,1982,135,Drama,6.1,9,Biplab Roy Chowdhury,Utpal Dutt,Anita Kanwar,Amol Palekar,6.248697068403909,6.1,6.536363636363637,7.166666666666667,7.325
13408,2014,134,Action,5.9,31,V.K. Singh,Rati Agnihotri,Mansha Bahl,Rajniesh Duggall,5.511985472154963,5.9,5.531578947368421,5.9,5.6571428571428575
13410,2013,144,Crime,8.0,52354,Neeraj Pandey,Akshay Kumar,Anupam Kher,Manoj Bajpayee,6.124723247232472,7.421428571428572,5.440845070422536,5.090476190476191,5.973333333333333
